ID,name,pattern,creationTimestamp,numberOfCalls,lastCallTimestamp
1112,Bloque98107_noCC,98107**,1753994962874,0,
1113,Bloque98204,+3498204**,1753994963874,0,
1114,Bloque98204_noCC,98204**,1753994964874,0,
1115,Bloque98247,+3498247**,1753994965874,0,
1116,Bloque98247_noCC,98247**,1753994966874,0,
1117,Bloque98267,+3498267**,1753994967874,0,
1118,Bloque98267_noCC,98267**,1753994968874,0,
1119,Bloque98270,+3498270**,1753994969874,0,
1120,Bloque98270_noCC,98270**,1753994970874,0,
1121,Bloque98298,+3498298**,1753994971874,0,
1122,Bloque98298_noCC,98298**,1753994972874,0,
1123,Bloque98304,+3498304**,1753994973874,0,
1124,Bloque98304_noCC,98304**,1753994974874,0,
1125,Bloque98307,+3498307**,1753994975874,0,
1126,Bloque98307_noCC,98307**,1753994976874,0,
1127,Bloque98308,+3498308**,1753994977874,0,
1128,Bloque98308_noCC,98308**,1753994978874,0,
1129,Bloque98316,+3498316**,1753994979874,0,
1130,Bloque98316_noCC,98316**,1753994980874,0,
1131,Bloque98344,+3498344**,1753994981874,0,
1132,Bloque98344_noCC,98344**,1753994982874,0,
1133,Bloque98384,+3498384**,1753994983874,0,
1134,Bloque98384_noCC,98384**,1753994984874,0,
1135,Bloque98404,+3498404**,1753994985874,0,
1136,Bloque98404_noCC,98404**,1753994986874,0,
1137,Bloque98406,+3498406**,1753994987874,0,
1138,Bloque98406_noCC,98406**,1753994988874,0,
1139,Bloque98407,+3498407**,1753994989874,0,
1140,Bloque98407_noCC,98407**,1753994990874,0,
1141,Bloque98420,+3498420**,1753994991874,0,
1142,Bloque98420_noCC,98420**,1753994992874,0,
1143,Bloque98423,+3498423**,1753994993874,0,
1144,Bloque98423_noCC,98423**,1753994994874,0,
1145,Bloque98424,+3498424**,1753994995874,0,
1146,Bloque98424_noCC,98424**,1753994996874,0,
1147,Bloque98432,+3498432**,1753994997874,0,
1148,Bloque98432_noCC,98432**,1753994998874,0,
1149,Bloque98470,+3498470**,1753994999874,0,
1150,Bloque98470_noCC,98470**,1753995000874,0,
1151,Bloque98499,+3498499**,1753995001874,0,
1152,Bloque98499_noCC,98499**,1753995002874,0,
1153,Bloque98607,+3498607**,1753995003874,0,
1154,Bloque98607_noCC,98607**,1753995004874,0,
1155,Bloque98616,+3498616**,1753995005874,0,
1156,Bloque98616_noCC,98616**,1753995006874,0,
1157,Bloque98617,+3498617**,1753995007874,0,
1158,Bloque98617_noCC,98617**,1753995008874,0,
1159,Bloque98704,+3498704**,1753995009874,0,
1160,Bloque98704_noCC,98704**,1753995010874,0,
1161,Bloque98718,+3498718**,1753995011874,0,
1162,Bloque98718_noCC,98718**,1753995012874,0,
1163,Bloque98772,+3498772**,1753995013874,0,
1164,Bloque98772_noCC,98772**,1753995014874,0,
1165,Bloque98779,+3498779**,1753995015874,0,
1166,Bloque98779_noCC,98779**,1753995016874,0,
1167,Bloque98791,+3498791**,1753995017874,0,
1168,Bloque98791_noCC,98791**,1753995018874,0,
1169,Bloque98795,+3498795**,1753995019874,0,
1170,Bloque98795_noCC,98795**,1753995020874,0,
1171,Bloque98804,+3498804**,1753995021874,0,
1172,Bloque98804_noCC,98804**,1753995022874,0,
1173,Bloque98864,+3498864**,1753995023874,0,
1174,Bloque98864_noCC,98864**,1753995024874,0,
1175,Bloque98870,+3498870**,1753995025874,0,
1176,Bloque98870_noCC,98870**,1753995026874,0,
1177,Bloque98898,+3498898**,1753995027874,0,
1178,Bloque98898_noCC,98898**,1753995028874,0,
